parameter,value,lcos_per_mwh,initial_capex,annual_energy_mwh
technology.height_m,50.0,4851.517210330936,655448.1388888889,15.101890479000001
technology.height_m,162.5,1506.6966665387208,667706.4513888889,49.418644056750004
technology.height_m,275.0,903.4498324489607,679964.7638888889,83.7353976345
technology.height_m,387.5,650.9204184051306,692223.0763888889,118.05215121225
technology.height_m,500.0,512.1411121647196,704481.3888888889,152.36890479
