iteration,economics.cost_per_kw,economics.cost_per_kwh,economics.cycles_per_year,technology.generator_efficiency,technology.height_m,technology.mass_kg,technology.mechanical_efficiency,technology.motor_efficiency,lcos_per_mwh,initial_capex,annual_energy_mwh,round_trip_efficiency
18,1304.7839528444383,69.15622918340651,455.3515643798401,0.8628391464499763,81.14563331077262,1212722.5983086778,0.8712923567148096,0.9265834429306987,932.5404219594324,720930.5410047914,85.02955626323777,0.6965916757594978
19,1042.8879204309844,149.46642923269843,377.45732017380874,0.9229931069089976,240.4120730903991,554157.8465304985,0.8301726595084544,0.9039296088779458,746.864150167593,625687.9461259912,94.88056971131682,0.6926303158628885
20,1347.1395903029565,65.31262058562348,227.0760845580458,0.8724697337031557,247.14503776152682,921091.0092427088,0.8507128343221183,0.8621004195868266,922.7390710673087,764071.1659640135,90.10216397748232,0.6398692079625105
21,777.9430848775188,66.18050978058947,384.1422224036982,0.9405420013006127,81.94688870406463,1057323.5487241186,0.9289453100380619,0.8728941783811154,803.892412170251,454591.81677884475,69.14814459691671,0.76265818908791
22,1563.0813667198286,128.82466975433078,216.6434700266572,0.9071043093325284,146.40656331669737,458774.21847003,0.8709006539467691,0.943551424058067,3081.3864955464883,855111.6157956715,29.547092355804306,0.745403488990037
23,1440.7010020226317,148.25817325025628,184.4462549031856,0.8967024668036675,93.6188664029705,817261.418887653,0.9093613774189776,0.8923578623019921,3083.5985889200983,801250.6942199921,27.972824170363584,0.727652329026767
24,1193.474902616445,86.40698038178445,247.49080063342916,0.8748656333920285,231.17957694602094,707163.1264739558,0.8285313362661217,0.9361672536352791,1017.3732760426032,685217.540945302,74.79112203161296,0.6785841967795528
25,755.6471624773694,149.92107152539992,442.60965477798317,0.936134910476183,162.41290154694522,1407918.7191312155,0.8825487968674772,0.8943130745053457,303.91230687314425,521208.9763817077,203.70604402111024,0.7388678139965503
26,935.1220291190998,84.11443218043979,170.52238999026264,0.8666311110603914,486.0483157781381,1411640.3796097531,0.8728461688176078,0.9348695734414305,335.49051260286467,674775.372964844,225.38557237846686,0.7071686688398753
27,1165.3082345891792,145.30494049456405,498.39794132244987,0.9284070601948569,220.53790353961224,1482370.612535671,0.8682512551008715,0.8765203058172152,266.6818217339555,762055.4038335865,313.60305794940695,0.7065547750725322
28,1337.098319897882,99.64147215117016,411.79144613267243,0.8796707825494564,300.0957455325282,1162089.9303555912,0.9453064047453738,0.8654796825274064,312.84652098966484,813207.2825496413,281.5429892260522,0.7196969215087399
29,1756.8567936018953,48.81226117646456,215.0387363432531,0.9352719892048285,75.72437280836738,1001013.1133507654,0.8236149091909225,0.9002850382919513,3197.3982134523303,938507.515340408,30.79303431491932,0.6934931251354354
30,970.8368825674874,105.39710688867854,366.7835286162361,0.8619886613947124,317.7657979025125,1110255.0643249082,0.9335430971194156,0.8735203895000931,291.7936206283145,636710.8219467244,247.78036290325286,0.702924971216655
31,1487.8109808683562,66.25545478774306,288.5250463769391,0.9434706257736427,238.6512119011426,1000406.7471494697,0.8306388799135305,0.9022782715531958,676.3838308880986,836995.8452751222,132.68538475858844,0.7071004890016209
32,1204.1140748804446,149.82998849398865,498.63375674928307,0.9251864492414401,352.26060033198706,659996.4957585146,0.8108814671739736,0.8816177196271854,392.47717970981427,746947.5126420817,208.8682846158378,0.6614041999560175
33,1667.197266732997,80.64797976127724,205.21139132503117,0.9433259377993709,82.96732449483486,555785.1747204484,0.9321296260529659,0.8765200414750401,4753.962170309798,893729.0127702417,19.867060810961277,0.7707258725317485
34,708.6054178673737,129.88145486270076,254.78256326999227,0.9487233063631504,425.18522958791317,1144247.9101048452,0.8980964476566099,0.911167776572595,255.5413351424796,576435.5023566541,262.1483178201058,0.776355976667233
35,1308.5460049732974,69.95830335462979,361.6904394605784,0.8615428670419102,348.5249217347348,1426716.0047125246,0.8160553966564127,0.8634291114393368,292.08666951677986,799033.8234529241,297.40604736515445,0.6070482613308402
36,1695.8701401872554,133.0714084624341,182.3044636994567,0.8763983901630409,372.9254842124591,544316.7747929435,0.8732797778224065,0.913423795888508,1440.4142196661714,971517.9377969422,70.47199305411321,0.6990806735552182
37,988.150788677783,121.53539991827239,343.08814739423696,0.9271119223019627,240.60909765367686,632016.2687667019,0.8955670065952069,0.8503545689087783,678.6797352349316,594420.9653854356,100.344712400171,0.7060416169998032
38,1300.1493181260746,131.80545218746184,353.8783482714279,0.9383106393300142,242.4591135413057,311603.63953000796,0.9355892857339839,0.8575243860073767,1454.7654001423523,727201.0855040792,54.82663106171361,0.7527978319033574
39,1646.772840200993,138.8817100179122,223.5267884189139,0.9398981488742589,116.64220350536719,452934.6231385665,0.9194183457332062,0.8808258349930134,3856.4255361762944,893373.7354972141,24.486290209579575,0.7611741022904089
40,1382.727661165784,57.00086721654251,475.45835549278604,0.9384134701451008,162.288382650316,423352.3460061428,0.8609566084748175,0.9280116241871442,1229.0551682612386,752031.9787982572,66.71891495535972,0.7497714741114098
41,1510.2209189305904,76.54040147410716,475.7855601169139,0.9381416204663324,439.07256329898377,1471447.2395171553,0.8037179542847284,0.9310771719940396,170.52775362014552,939817.3790751784,587.8522424367937,0.7020333645935057
42,818.9051890432528,135.93834611966986,450.50763796822355,0.8766805709594472,411.0058125217125,1336876.8340503355,0.9181061763703207,0.9310749316574388,149.21153440559482,662922.1883535712,505.33411626719374,0.7494090348960658
43,950.3550361485474,42.60308781715967,217.595425914698,0.88051908673386,150.095172895549,1279903.9267163146,0.9193018248729292,0.8960303234678941,773.4316338600036,547472.3061791974,82.59079328000622,0.7253032174491412
44,1139.646222796067,147.9264655918086,337.67550636755266,0.8779124992721871,197.71787803896794,1337223.5304363435,0.8962222607911441,0.946688910404836,441.9751093443455,726363.4337526967,181.15150001418266,0.7448593076928391
45,992.0129987752655,51.92428019361822,302.0973154976255,0.8678567816172463,472.65671314612206,438410.1022217131,0.9443801473642333,0.9470400611022227,502.4273113467673,575316.4470636946,132.35936817290843,0.7761814529502454
46,1334.2468478462595,68.01947567524401,398.07484934195975,0.9011423059669478,377.84527729371695,676412.7770339896,0.8577793150017091,0.9106208853306142,427.9860835099638,764479.66857743,195.0811333673752,0.7038928519440686
47,1437.6913548762996,80.06436189593906,174.49083389420855,0.9219429999144845,50.76107519838326,1410690.1985988992,0.9112925116759214,0.9038451997092791,3279.282141922689,784463.4783725563,25.846942876595662,0.7593743588468866
48,1030.3544950323906,74.02131284295186,292.9375180167259,0.9348015279506335,348.90695821007256,696240.0432511156,0.9079631394520925,0.8813915645058359,482.628979910062,614160.0451883451,145.0168013536931,0.7480946021798769
49,1445.0497398000061,139.30861003058408,365.4302205829832,0.8920446333772908,231.08017417597608,654786.2430311365,0.9410545506095274,0.8627287799059153,816.335793529302,829944.2323989315,109.08387006254455,0.7242285978070995
50,1337.98325931525,112.01761860733788,312.745866586455,0.8786913716868927,185.4274435545044,957524.6557628379,0.8644832224984752,0.8500405939697288,859.7394771109003,773170.3180485951,97.67115577031589,0.645702692036501
51,886.6605358178601,49.32750903976339,330.40820347032576,0.9401180825828254,248.97190968716333,556441.6811869204,0.919403714019017,0.8973186185909325,628.3172061567253,511945.8818689888,96.71065840534213,0.7755956042584634
52,947.1047325970171,61.90429259992343,158.54888570438922,0.9251138137540732,334.82338509460806,702225.9064917611,0.9009193505835751,0.9318423464536664,827.5197203907856,563201.3053024113,78.867399799188,0.7766467398234852
53,1392.741918811485,61.387876041368024,393.7239876716767,0.8572828229184569,160.17914483525757,870163.6130625661,0.8621661516496579,0.9349737694624731,809.9955715802259,769679.1022931935,103.30740604347454,0.6910580296897582
54,1547.0508074314275,51.724602621989284,298.80116787995695,0.8505544818138031,272.4697260546966,592781.3274941266,0.912644671492771,0.9156058011111784,968.0540402336684,846283.0900727706,93.43845116526367,0.7107426798573535
55,1633.1699820868257,90.21080080171899,430.4958106027926,0.8550218385140641,129.14900676793923,1449559.2507354477,0.8373797419489958,0.901795775044374,680.6948898342688,912589.8554765866,141.74965170644754,0.6456659052106511
56,1373.917555037939,119.12013574035637,326.6723576885407,0.9450039608443156,350.4099796638589,1485470.9436797376,0.9337138888715655,0.9095452318469419,259.80530568781086,905864.3516191682,371.7431191527268,0.8025493534450167
57,985.1107033115213,67.19637112606256,373.1815028716547,0.9243655442159584,423.7561263746368,957446.340732994,0.8712011655234579,0.9397208103233262,226.59801647677668,616822.1032631128,312.1258649297992,0.7567650053463033
58,1014.3009659494678,69.8886617790403,261.8983489465668,0.8774597446917538,394.6161579337245,925559.7753935786,0.8116225030797104,0.9126748436981781,420.24222053365514,626685.6072921365,169.36654671744688,0.6499760605839487
59,770.6517357852658,84.83593066332455,339.91389917637036,0.9193949812299052,293.0685001333054,466048.8738193869,0.9059628712541828,0.8731261479728186,616.9897263213744,466890.34562418226,91.97657331082716,0.7272597003557258
60,1465.0752851477648,134.24052355343275,417.95810164132433,0.9404838478340176,237.09840534642018,548201.2674172923,0.8876119121306337,0.8920143517773426,808.226965510735,830067.9343608047,110.19601670948036,0.7446399031651667
61,1748.7733723171168,86.09234108928041,411.63048414231775,0.9253475125059385,221.17146301747024,307075.3003007917,0.9280171925853656,0.8851758802671824,1704.999797997482,940314.5182373044,57.8882120595616,0.7601345197779859
62,731.9273019413868,76.97424980682206,387.6996597599224,0.8719421634621436,295.7595393802276,1023903.1067294896,0.8653753964069955,0.8720538694323818,276.65004708300665,479461.8286414193,210.44894477184883,0.6580146091184226
63,729.6630970956514,83.34222819736752,347.53719405867093,0.862762779728116,231.94250111193668,498053.6774442106,0.8933385441461097,0.8967390149232309,719.7602126065398,441058.01428568165,75.58741463461321,0.6911519518492539
64,1117.0142506069535,63.28263126326297,264.396031708458,0.8961698444051511,62.19592085314059,1071299.5776112028,0.8075426950232941,0.8635699487230564,2339.4032142572482,619993.3032279441,29.99157569011966,0.6249616092702351
65,790.0968560378068,42.13216157550117,338.7966667728868,0.9331924285155272,392.5533685523122,754951.4586769636,0.8378407297673571,0.9252009823554784,293.89109569788684,479061.7971938011,197.85352913790638,0.723383769817787
66,1529.656524465479,144.4572905987588,219.77623882688653,0.9281233049610894,499.95852282914416,719952.4124642208,0.8977631982865834,0.9150144093249875,611.4123912104004,956471.3571074452,164.29792884630325,0.7624219825526936
67,939.7609949971541,116.94114683707659,418.4143344246843,0.916945884461991,59.17100779414955,482858.81494174845,0.8845954372895029,0.8626220974874206,2723.4803888212223,528982.0327145499,22.785724362775106,0.6996953370758143
68,1761.1928503374963,51.89086246233673,158.9874489241131,0.8614532871378897,125.50511451551102,1028696.992669118,0.9228951761466627,0.9247925651955285,2418.0106789614515,948846.2188225946,41.11102909902041,0.7352388348198138
69,783.596125627366,115.96758575262784,369.53483846036556,0.8896654441516627,190.38075997761283,1112816.7442204906,0.9072522057574203,0.9458172838205896,372.6860009471147,508725.0844593502,162.81044832113537,0.7634173064814007
70,1782.2287866661384,126.08988809971216,271.5213178579571,0.9100411614816843,95.85558745068944,1226977.0619414689,0.8181582597600973,0.9350293239088796,1690.2843434212796,981511.6906799206,60.56191105021486,0.696183276285643
71,1604.5640098990639,51.609275770839844,486.2756485251025,0.8841231174861283,242.770105955635,744685.0514616674,0.9274363440499366,0.9005960789677078,528.6757330372582,877698.3901245642,176.84608483975225,0.7384598862206327
72,1762.0211043618854,69.7090636026141,432.8697265823646,0.8935487145007677,336.0132977456507,1294448.7732029497,0.9100692956020088,0.9207308643706077,276.5241147750433,1013604.6011677731,384.0096339500037,0.7487302817669748
73,1636.884476021265,131.38041207796635,180.33201431948603,0.9231026214305122,292.1778079017151,880197.0046598354,0.8402593307073838,0.8935574493003894,1148.7010055464,960482.0890757346,87.55963231366844,0.6930838957276618
74,731.5699975470985,133.6048119943705,213.64395000519212,0.911033170423052,446.7340328012474,592636.1270291472,0.8568483956192396,0.8964708466603232,564.0204548494901,512140.7044579068,107.82520278404851,0.6998006612014874
75,1003.8954333318034,41.11662258825448,481.8219022219609,0.9380319979758225,145.45393258088257,1257398.8281937158,0.9051775625498302,0.8840338843164284,368.44091873970456,572432.6298253178,180.1870505404772,0.7506203681713585
76,1410.4931897150475,93.99034685864447,427.52650384631113,0.9258164653482466,88.52583288110957,1164089.5969250333,0.9035914009169784,0.8988577846848786,938.5626565153364,781631.6409182156,90.24551367999491,0.7519482858123724
77,1220.5865376354773,98.40141242603445,298.9263344468252,0.8806206030130088,91.87400774960226,565915.6805670362,0.887233337799855,0.9191787155295201,2466.0384060599395,674230.0954091831,30.405587141230715,0.7181689977288503
78,832.7214732275364,61.184272279666914,191.84415943926848,0.8770916426976196,385.67094652112434,696949.5566351162,0.8377105514301413,0.9202854942185769,638.9557560802663,511160.55398727435,94.98314856337575,0.6761787763360824
79,1497.0435012023568,147.42677251713624,333.62290418801274,0.8716384639878605,291.1387844226874,1214627.5313809235,0.8726297880819063,0.8685149842437662,467.16900687443666,940537.8950844777,212.30535810091166,0.6606078594076564
80,715.5632039816702,98.75485981944297,246.00896437414355,0.8727483163482554,177.34941647372978,420631.3297089489,0.8269162315528106,0.8694117578091073,1692.8130171761668,427849.7840576432,31.367256409064158,0.6274455531394133
81,1239.9665639761567,135.9991708498388,350.9224768692163,0.8626279492958409,488.43271899623204,964030.76015833,0.9302691795894416,0.9197417392910194,273.9308861017018,844424.8876786275,332.21792006039897,0.7380708510367964
82,1225.5021059922565,130.43272098293733,290.24760478817893,0.8551376717183578,261.2286252187296,828562.5577632124,0.9411595395152155,0.8684363670390082,677.7027005674889,739655.383872433,119.61074006757072,0.6989358056749487
83,1034.2190630264504,149.3309934981242,191.45804677401156,0.8649197584473655,83.33697661503791,1055334.848342398,0.8844259395626847,0.8553609074292533,2287.119027943413,602885.8912809988,30.01279946851682,0.6543147156935158
84,1195.5659113776296,88.69931044212612,451.058333039163,0.8725687137065035,393.9995503967874,1027581.1814915553,0.8783858802695327,0.9290740829843419,232.30882804485285,745608.0526206054,354.2403941434039,0.712090724063431
85,1742.3492203579158,62.856669640590646,223.85881835688753,0.910963091224513,495.51406721005907,666456.2931832324,0.9110133958226817,0.9121027321072148,671.1357160973176,977720.0001010085,152.4366318497206,0.7569536735680292
86,1195.5540750794726,105.31923146315197,251.94075116085966,0.8575064868901168,347.1926617364165,488468.5120570526,0.8004013583904329,0.8673813548326434,1112.2629277849876,696432.6525772602,69.29134935484517,0.5953266351071906
87,1716.3021489308035,126.66108293114044,368.77030250747765,0.8954031326407043,154.16430555021162,1148346.99585484,0.9031077380106864,0.9202987558093717,766.8527591290493,969233.7907157368,132.34821603153517,0.7441954454488509
88,1699.2525897338667,130.92942756150654,174.99344289953495,0.9044562378710579,347.53236928401554,1420402.1501346158,0.897145208510372,0.8925138966104211,651.7074616034475,1075686.8334636542,170.41657000800436,0.7242112838580156
89,836.7890239921791,115.75457903333032,394.90678974150103,0.9069207049319092,124.6652551493261,669134.1751370791,0.8432915882458762,0.9248957722069623,931.5797100493492,494698.1001749176,63.47625508311523,0.7073589932790961
90,1175.2315305768498,75.455374169413,237.62876584420138,0.8580441851899301,474.20430833481834,900566.6125415107,0.805979117627542,0.8993795219345084,464.9942826076869,725394.5753493065,171.93922373447037,0.6219800243935826
91,1799.5296585651965,113.95097427335632,244.32885908846885,0.907519910921993,91.09709898394334,1454293.322631404,0.9426179416709528,0.9335958613906181,1465.8951905942647,990888.585364464,70.42069074601437,0.7986394919573959
92,899.6380619454385,104.38625878056398,372.17465180893043,0.9151509489433686,68.10425291507728,1207522.5964950686,0.9374109181890151,0.8970500823251634,961.1279621934733,523203.68813534675,64.16140972974151,0.7695545889725643
93,1643.506403840388,76.2784029936862,392.78578589420135,0.8833308393665091,271.27661098595604,409490.8875525926,0.9005200264281779,0.884796105629465,1132.4750227419245,894835.3572728924,83.65473001904813,0.7038173538409742
94,1045.9688728871847,75.5601164903594,489.564654383002,0.9050096608971783,179.6980079126551,1434232.2474758527,0.8682238862902594,0.9313566034737972,283.7162472303098,626032.9890873635,251.53123245646228,0.7318143871131779
95,1154.5723278792536,60.63407955339798,276.62277570308635,0.9157660386483129,231.87877565033554,917515.5027949262,0.8813890391535792,0.9488119214781754,604.4349795856291,662426.7802159389,122.7758165054706,0.7658298884455561
96,1720.4400369288924,88.19277045796161,394.38751019276026,0.8703558238350274,390.3994193250082,1050490.4905740106,0.8823829458627998,0.9259990536061017,336.8432879015826,1008746.3808421204,313.33369799468005,0.7111553609180109
97,1305.922907702937,100.74765499591064,182.6232204485329,0.873929746232765,104.64173751317892,1467776.1789860332,0.8237567245707849,0.9108871667081965,1623.3351842083587,745113.4259844847,50.10476474487228,0.655752685985444
98,1248.2130551779148,118.82636585909702,328.10520527432914,0.8617466149089558,496.51571272784884,1395515.8541810017,0.9248214760653352,0.8961447894178783,217.3391943584716,898390.769494243,442.2977632100224,0.7141931432810636
99,1121.9446145718648,141.4054964924718,327.8843120575129,0.8743730906075138,173.0412035209734,1301668.7346920334,0.8826897615320705,0.9480244632603375,525.942079979083,697735.2885304884,147.20183708867,0.7316854464954143
100,1727.673233050772,95.85114433906222,437.1923156149524,0.9290006182003113,445.69681481591425,1336832.3213143058,0.8622413635327018,0.877624740282204,223.4974317059273,1069408.799077454,498.8395466234298,0.7029973914942931
